recipient,name,transactions_90D,transactions_180D,active_addresses_90D,active_addresses_180D,farcaster_users_90D,farcaster_users_180D,daily_active_addresses_90D,daily_active_addresses_180D,uuid_list,application_id_list
0x92caBFc81734bf827B037065076eF8C78AcBd12F,Merkl,40786.0,45126.0,11756,12095,3867,3897,399,217,['76a5ab6c-a252-4c73-90c9-cff05b85a2b1'],['0x90974c075f68d4a52f6a871f68fbbf89db8d1316478ef014502d75e31a10bfa7']
0x963D564CA6377Ee5581eE6204A13184bb887bfc8,motoDEX,1802.0,7826.0,1285,4678,380,1303,15,32,"['2625454f-6714-4b8f-bdda-31b886e25702', '8dcfac3e-f424-4589-9f63-ac08d3783d0a']","['0x46dae7f05ee834c0426a0f78c1824427138237238d2efbfa7848017d442aa45b', '0xdfa426e73267f494cbfd6abe951131c7ad2787d218fb83ca1de30ea9faa7b7bd']"
0x974dD3B4e5E00BC3117Fbba15E521B6B5aFC151C,BSX,45764.0,58333.0,130,1032,30,154,3,9,['74068a98-86e1-412c-8e44-c3602d55b284'],['0x45ab72b10121f2ff83e40659a76b5757cac5aecb9a1789dd82e1bb571ddaf993']
0x980Cd99311f3b3264f5dfdCE33D204A8d6d492E4,Mint Club,38667.0,177399.0,3932,22458,392,2437,96,209,['88548564-6deb-42dc-bf2b-ba00ebdc2dda'],['0x22d4be26920cf736ae46adb01631489f17c9bcd8d5c8c4623fb0137055e98f45']
0x980F5aC0Fe183479B87f78E7892f8002fB9D5401,AI Frames Creator,191.0,6531.0,1,2,1,1,0,0,['af197310-d16f-4b6d-8b14-6c18a60ef145'],['0x4fcc8cc17faba5ea06dd638ca6a9e78bc9269e8c52ac5f0ad715f0cbfb9ac29c']
0x984195f93DB193EDB0023F321Fd1a4e2278c43f3,Gambit Finance,73842.0,73842.0,384,384,61,61,45,22,['1c8d19aa-789f-4a52-a624-ee7bda2c885a'],['0xd28af45621b0a6d294d7213fd13df7c72b688c853606570bc167401753c7c2d8']
0x997b0CcEd542b6d2A7e0Bae5649aFd9d0861CB4e,far.quest - Farcaster Super App,24321.0,62655.0,16445,43557,11744,29310,205,280,['2963e6a6-0d53-47b8-b239-f40182f7746c'],['0x359879438b4143f21330f26a7e319cbf1fd25a7821a811f1bef11d16bf5931a0']
0x99999990D598B918799f38163204Bbc30611B6b6,onchain gaias,1.0,27889.0,1,484,1,439,0,4,['1018d789-bf64-4cd6-90dc-9785a9d0d6bb'],['0xed8adc4044b316aa55b01f1dedb7965ab8eaf4dad01970419ab7e54cd838ba22']
0x99Fc221482ca78664d0288FfC6531cb6dfEB0c5a,Da Performers,9.0,48.0,6,9,5,6,0,0,['ad7d7772-20a5-4786-b34a-3df2cdbe2ff3'],['0xeffd91df29e17928649471486715820f5899d5cfeddea47b4b8fe7c86ce29fe9']
0x9A1d17c82b8FdD83aB3004bEd20C44d3b0131C0b,Lizard,844802.0,863075.0,1198,1398,88,91,22,14,['4d172a4b-7c8e-40b6-84f6-475906c42d67'],['0x93ceb798b37c8ab54de995c1141d332a8e3b418bb5c1a8291a49622ecf0bafde']
0x9D63038e7f74bc089eb38e61Be8Da937918900D6,Amazing Hunt,1179.0,1179.0,3,3,1,1,0,0,['657d3052-63b9-499a-8898-ee74a2d4c0e7'],['0x45472ea9dbb575d6ba6c9c45133734c77138e6188f146c846cb88584d3f47be8']
0x9D63038e7f74bc089eb38e61Be8Da937918900D6,Bored Town,0.0,2227.0,0,2219,0,981,0,12,['0674ed13-3026-4dad-9565-b522a40c8eff'],['0xe25b89cad112f24e3b66187ddb5332d752673c5b8bb35d267479a6854b9fbe91']
0x9F36A6bB398118bdCD5B1bC3343D8FEB6d7d02B9,PoolTogether,22057.0,25614.0,623,651,76,83,84,50,['e9aa7925-c471-4c63-961a-c35abfe20159'],['0x17f675da93901be4983b154ac47d1a840c681fe752fb136e0b33a06a0198ff77']
0x9b7816f3eb2d35A24edD9BB4F33f05E9a2332494,Yunan90,179.0,822.0,79,301,1,3,1,3,['49ee3492-1af1-41e2-8ef2-f5f388470d46'],['0x4b3ddc41c068a349620d8d6ffd78775ee4ca727a88da68d44c5b9ce43ad31085']
0x9d8a155f084741fF4C69c3B1272b5b30A8373d1b,Supa,7.0,799.0,4,91,4,30,0,1,['6b6c1870-6136-488d-a8bb-d55a65a3f69a'],['0x1c519b49666922e37f6bce0c8c36898c6c2860fcb5e58256f5562a0d9bf76180']
0x9dE1C45449258a21B51fe69eB6cef1Fd71E459a4,BUZZAR,209.0,333.0,68,77,2,3,2,1,['7f2d11e3-2b97-4e36-b732-ac349ed2f1c7'],['0x4f2da8a68aa36500bbdfaacc8786b15dee320c5f4f3ed47946fbfe8bccffa2ee']
0x9ff6d5452a0847949683F97E868d706254a05007,Definitive Finance,84544.0,192280.0,170,515,1,1,9,14,['6a11ad77-d1d4-47ce-ba2f-d89cf853fd00'],['0x39a329cd37242d359199a969d8227415be0cfdc4699d8e941b3aedfd7aaa0283']
0xA582360DA4ae1fBb912C975fcce1A0C0e2af91e8,Surreal,119.0,266.0,69,154,41,69,1,1,['e50d1f7e-57e9-4d5c-8e71-ec627032d4b0'],['0xcaa6b1c0b27b369f276d8e504027dd23668e8b3d7c8f84dac86dc3c82e33a08b']
0xA5D224B43EAB837aa2Ee9C6Ed727f1613f301A5E,Flappycaster,53.0,53.0,52,52,48,48,0,0,['30e2ef09-65f0-49de-9f98-6625a67353e4'],['0x6f9c9d2c4b2ddde9249fdea2b9f81983ca5734e634791471aa12706313803c62']
0xA65eEf5D0566Ef2ED242d8719111e3116333278d,Guild.xyz,5559.0,14357.0,5327,13220,2697,6703,60,77,['12bacdd4-2eb0-485f-8c25-9380622e3234'],['0x0ad0d151604b5cb1c975cb5864deb7fdbebb493e1696bca86d1228424f16a5d8']
0xA89946F00052Bc385B3121b45420316a7cE20E60,5050IO,153.0,153.0,12,12,4,4,0,0,['9dbc583f-6672-48cd-9ddc-90d35e1a9474'],['0xc6ef0dcb93e384cec4e159c7c53e218455eddb16c00d6e12cf525811a4debcf8']
0xA89946F00052Bc385B3121b45420316a7cE20E60,HOMES,52.0,8254.0,44,1385,15,381,0,12,['f9538d16-5991-4972-b240-9a341c26bb87'],['0x6f2c93f9de024051448c58b806f38f01bf0e235f729550be2a1f1d434ea5cd50']
0xAa66fC4433DFD254F05A720A8c8a2f1F2fbDCB58,baby Dragon,0.0,379.0,0,290,0,130,0,1,['9a65dbec-2fb8-4889-9ef3-e1e2bbef14d4'],['0x0f236979363275877d46ddccc57514af5a8cc8a9ee48b6c9d089e32aaa57adba']
0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,BMX,205117.0,380762.0,5857,9291,935,1658,212,194,"['094ee083-01d1-41f8-81c6-3fe33232a8c7', '5569f166-7c5c-4cdf-a11b-5a4280086a5a', '6a1f5979-e9ab-4971-a7ec-80ce58ad15d6', '78b87055-ab6e-4fea-8808-d78eaadc2d3f', '8e44e5b4-87ae-4d63-96eb-b0849eb394ad', '954f07a8-715d-415f-a211-0602eaeac7d2', 'fb221b04-388b-4bb2-be7b-fc95dfc13e51']","['0x4696013bff7df31b0e40bf119be622f5aa0fbe2300a828194b702288033cd451', '0xde7db732ed26bc770f6ae36ecad6fb957929fe0ed2c792443ea9376edfc8220b', '0xa99639686c0f0940d0c771c5b261f5fc15e9cd876fd7c4b9cafe7c044c2a3f7c', '0xdbcc15eb0910bd8101025b551a96bbfc973f47a316cdd2526627b6106484d97e', '0x590f842103f74ee6d2a3b000d56b355aa0d2e00b887fc0cb1b78890d94ae6cee', '0x5ee2b717e9519ca426cef3af09e8a0e57db33d6d94075c4dfae8221b2398bdf4', '0x9087b55eb79a339690e36f1ca0cc097a057d6baf1950521b3b0009903421de60']"
0xB1dD2Fdb023cB54b7cc2a0f5D9e8d47a9F7723ce,BMX by Morphex,12148.0,29649.0,130,269,11,42,15,16,['a622ebca-d695-487e-adc9-931372135973'],['0x03d6f2dc5dcdd3a1bb806a2fcbb42dd7babb1a1482fc94a54caec25a057b2044']
0xB819Fd6050D6225785D4D688971b3bF4ACB45252,XO - AI-powered Matchmaking Protocol,3445753.0,4506896.0,61157,71549,1,1,5356,3492,['87826993-859c-4365-92f2-39e2032e52ea'],['0x2e660307819dcbbb190be3f0bc4452f856aafbada1e565270c1745fff3f41c0c']
0xB9e0caEA4304b4716f33Cbe08f2Cb6c34b5440cb,Flat Money,1906.0,2727.0,221,267,16,28,5,3,['b85791b4-89d0-4eb5-89a6-a3e5f2e5e30c'],['0x54db8a5fe4f0d0e329fde781aad7634724372c1c6718a5bed3545fd4e16ccbf1']
0xBc57373c9B99524f6300664e2602A0427A9ec0db,Degenfans gated frames,23.0,23.0,17,17,16,16,0,0,['c6bad58d-bae9-443d-baa4-40f2548a7e3c'],['0x1d3fb02fc98edace955d3e68b2f9ffac457cb869fa8b8a5cd6e3eb388ccd6691']
0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,Fractal Visions,594.0,1179.0,18,252,9,42,0,2,"['0c01f116-4cbb-4123-90a7-b8067be7907a', '919641ca-f775-4c03-bf27-100fb0576295']","['0x5547a25b77b51432b373e3591374261bcbae40c395edebed622827aad5444ba6', '0x0be87123e7beea0753a6097563c4c221d3d9418deb8e3167be1ce58847754852']"
0xC925bD0E839E8e22A7DDEbe7f4C21b187deeC358,BUILD,236731.0,388406.0,50356,61979,35435,39608,871,655,['9833b9ba-50c0-4119-a480-1815f0b8fd3f'],['0x507d7acd03d587604a56ce4f4b83cbf41612b6ba4513e5d92b034a9538fdeb2d']
0xC925bD0E839E8e22A7DDEbe7f4C21b187deeC358,Talent Protocol,18659.0,18659.0,2,2,1,1,0,0,['f3a42626-c33e-40c6-bea0-fbfc53aa402a'],['0xefd8d5baf37027cfd1fcd74ebea69587a035eab77a1f1c88ba7a07905408181e']
0xC96bC5441A1212BF268c4116430ea241102898b5,Virtuals Protocol,221.0,1939.0,1,3,1,1,0,0,['d8a86cb4-15a9-46b8-a746-9319c9104951'],['0x705e832fb7bef90d1587e3774173198c54b426f533e6dcce091edabff955234d']
0xCFFbda2841Ef95DF3e977982eCc55429B8D82eB5,Tasseo,193.0,193.0,92,92,47,47,1,0,['7c4ccb00-8e0d-4b6f-8f95-befe7d702d10'],['0x36e5b793f706ded8381821a4c2e91a7998fb95390ccaf242eeb630c130997247']
0xD0BFb40F057322FF734a75CBE2F79b9E5C7E4cB3,Glo Dollar,6217.0,12213.0,927,1982,258,376,24,26,['ecf60edd-bb88-415f-97b2-7c612897ebe0'],['0x533107f3ec31787dc080089041243425d8a4494127dc531e022c59d3494c1ef5']
0xD50A234082C1CEa12A7A9DD6F37a85fcc55ED459,RubyScore,277499.0,575960.0,28821,77125,6314,11356,1100,1587,"['02439dc9-9d63-4ba9-a0b0-b995251586ed', '44f074aa-6ccd-4f72-be91-92c406f0bdca', '5f969f7d-8725-48d9-9249-e7655827caba', '860b6f97-d7d3-4da6-85f0-3d83d94a8256', 'cbd87620-2028-4bc0-a2a2-d915bb2454b9']","['0x7cad4dfbc56498a4209cdfed96087020fc56cc5775451aed09d4b3630ced06ab', '0x2626a3bb21338146d40d74fc8d16c9115ea5d9a947ceb30eb8f269927377c8a7', '0xc9aa9e1c2bf5b482a9cc8b1ae9fc41ffc351157421e9c6123fbf0e4e0bc1e1c6', '0x8f8112aa49a404804b82103504eb50ac0d8f345f6913b084750e42ed0ceb14e5', '0xb482e68a329f962ffe8b2663c243fea1268ae9715aafbbeeb20faf097bdf2c81']"
0xDB15fcEa49836C09672DeBf8EF53FFe4400cE377,Ironclad Finance,33317.0,274467.0,5656,30615,2624,12027,104,359,['0faedca5-9e1f-48c5-817e-c21defb36379'],['0xd79e0e068eef10ef749fdfcf4ad1086c67fbac700b967fc738e7176936f1caaf']
0xE4EE538019673501F4B75de5aF5CC073Ec0A1487,0x,1543115.0,2811827.0,154685,361243,10746,28663,3984,5434,['89eb0a1c-36f6-4455-af98-c822064425bb'],['0x66076854e0f9ce49078c76ee39e2e9fae61a8526f406961eb85a8bba931d7dab']
0xEAF56cF68C38281252E49b460c5a66925991475B,L2Pass,11036.0,394502.0,3425,105566,342,4133,45,914,"['25ed3a90-eaff-43c3-b108-e4203e6b748b', '670de93f-62ec-4b06-b88b-682b641c4e06', '9eabb839-0400-443c-bc8f-9870d8ede259', 'afdbf54a-2292-4771-b8a5-8d6f2df3fe8d', 'ef1a8dd7-8708-4b0d-87a5-2560df048a80', 'f62ec95e-b0ff-4aa6-a255-8b706700dc36']","['0xb3d421e3471f086da6af134256e4a0bc9b9bbba3290ab370f44c06b32de92518', '0x63c659c656d2fd865c7c4a19c74be68697c915f876a45bc893af5931239040df', '0xcfbcf9c8495b5d5f6dbd187ea7ce28510d69ea3d36c6c335e532fd3561f08b87', '0xc444f3c7685dee914bf09ebc7c180027f06dccbd5d9095a531c4313702b0c50f', '0xc48fec0fa55551f7c91be083adf73f580bfab782d67558ad11fa7f5416ce558c', '0x7fce3b37214a2b78fd596393f02e80b3784af8d4ecaf085a340f188e476fde29']"
0xEdDeb6f119cbFE24741a6333Dc69BffFCBD1dCA1,Party.app + Party Protocol,13028.0,53533.0,6827,23579,1119,6940,90,192,['4d3333d7-8b36-44e6-b69d-79cef9768c7a'],['0xd0876ae8b9f9678e1ea2c68ba4d9d836f9d5fb72e580c6a31ba69c89e8f5f10f']
0xEe565CC94e9AD1552Ad10f106f7D27c007f8b4CC,Morpho ,353999.0,354053.0,7667,7670,639,640,161,81,['189b3d91-0518-4999-90a4-a78fb3ca8b71'],['0x236758e5fdcfd60ad117d9e985a53ac06c8153fe844d362dd9a2ea4e107bc2a1']
0xEfCCa47CD11D4b1637e4d52a84Ed5dafFAd38F04,Beefy,67148.0,134230.0,28088,46777,10082,14694,542,564,"['05a11f31-2eea-4398-99bd-0d0dadfa1b80', '05b1472f-c1ae-4d15-b416-a412ea8fa632', '08b50257-21cf-4c92-bc52-e57274572d38', '094cdfb8-2eca-4ed7-84a2-5860f0450ea5', '09baa82a-7357-46e3-92f5-e9eee6fcf78f', '10bf9064-0058-4f57-91bc-2ac017abf855', '1852c9c0-1300-45e0-9ae6-f8de88569544', '2e642ec7-b0a2-4a70-84cd-829121fe1147', '2fa5e46e-6f1d-40d0-9742-4ea5b5e52f76', '318134f4-8a23-447e-8437-a7ef0d6c8f48', '3e26cef8-4248-40c5-ba17-f07c65c14b35', '44237527-dba5-48a2-b5f1-4015933c6abc', '479263e5-edb1-4dc1-98b2-ac065b0ba62b', '4b17f589-8a59-4a7b-87fc-dd9cb080c18a', '50cd5d36-6936-4117-aa32-884612df314e', '51c0df81-19ad-49bb-9a31-22f3b91f8582', '5488f94b-595c-4f45-ad07-6a9c17f8a736', '588898e2-457d-43d7-b051-316668375e73', '6153f2eb-89d7-42cc-aea5-d027b2ca0f70', '687817f4-bf50-4ff0-865e-c5c8e8048fcb', '6caa7f68-692e-4d92-b3bd-f9def83c98c8', '6cbf71a4-544a-4192-a35e-655a84a201da', '7a3ca5c9-377f-40df-a7cf-76454ff3b8fc', '7e171070-eb97-4332-9861-e4ab89ea8784', '86a22d5a-30a7-4339-aaa1-c6b8a210300d', '87336d1e-0777-41a7-bf8a-3bc006567ac3', '8a5d9ed0-58fe-46d3-9c73-7281af16e612', '8b2b66ea-5775-421c-822f-95626b95dd83', '8e279249-b008-42e3-83a8-8334ffe64cf5', '934fd71d-4e66-48a6-8498-734ff260e8ce', '946ce23a-34fb-4a4b-a11a-309da444d13a', '94c62337-1d37-43e7-902b-089065025ab6', '97299943-d8f7-43b3-8972-db7151179fcf', '97cabf58-7c53-4a67-b012-c41089efca7d', '9a388c97-2ef8-4672-9e6e-d0fbc32bed54', 'a06d5c53-af11-4fdc-a1c1-0d586dbb6e16', 'a13eef6d-d25a-4f41-b95d-028a110ef239', 'a40d0ed6-10eb-4542-a749-6f5a99ebd0ba', 'b0d81cb2-db15-44c5-bfd7-15d5051bb1a8', 'b1a4c561-f46d-4c2f-b8e1-f043e69cf579', 'b37907c2-3ae7-49b1-9bf0-7c5ed1a65a9d', 'b38fe5e5-ebad-4b7e-8d3d-ac90ecc305c1', 'b3b0a312-beea-4314-bea0-7ce02e412486', 'bec1f575-a3cd-4faa-a7ec-02a3c6bde686', 'bf656d95-e89a-439a-968e-80e6b96902b2', 'cf970c70-7eb9-488f-8994-83b3d7c6e9a6', 'd72afd9a-db75-4fc8-a6c4-f8b65cb3a653', 'd8d537b2-b0ce-42a2-8216-2f1f82e34daa', 'dc0cb646-7439-4d21-9ce7-5f42004122db', 'ddc12c53-47c7-44ff-a8f1-b27be7d780eb', 'e9a46dba-84a4-41e6-aece-0fe99a8efb74', 'e9bf025c-f80c-4a3d-b556-adaa1196cb47', 'ebea4582-2442-44f7-904c-bc453c9ee202', 'ee3d3bb1-e3cd-403a-bd75-dfc568ce49bf', 'ef6fef12-f54b-490b-b876-a6483a839f0d', 'f01aa08d-95e8-4ce0-b3dd-96b3cce9d328', 'f3e64503-ac75-4eb7-8d55-46c0ec60d638', 'fabc27af-e1be-4107-b877-9e38c05e4675']","['0x92a14000b52a60e8b6712b16ffaf38f8125336f4cbe9d913fae058861b0389d7', '0x390c0fef7e74e9fbfe1b70041de0d17bbbadd8eff27de25f648db0d8a13ff3a3', '0x0bc99f64ff3849d535a1272d0435de26a5bbf6c4aa3f266922b1bc4680f4c696', '0xe49528059d33dfbcf46e6bd3464118da4348bb804a87a6904d3e68ff86f99bbd', '0x5996c219143703ae16e0bd592f23fd357ce00f30a6fc456277243d3f6b16f665', '0xbbb0eb050fc29704cb40f08b6507c450262a3e25d5c184384138719eedeb6b58', '0x7a297febefbb007be0655ffb4791a2ee9cc950472c3342626fc4ae673271ce4a', '0x54787043c07d049761849479bef3d364c92c784c472e277d23e96fc949a30faa', '0x4f8556be4f8e4cce2454693637ef2c3c4d60f961e45482fbfe7839627b70cf67', '0xcb07340105f70b98cd14101642adf4991d4ab59b147881e2d77f83348e427617', '0x9f65ab243790ed6c872362287fce9c18faca6e8224474289c92bd122894b1a69', '0x7065ba8263a58472fe2eb62ae7c65df215acf9d2605e3fe03a9d222f6dc4c1b4', '0x70971d859851560bdcdcfe5d372e56e6a2c2a02ed5b301e6bc6029159fe141b3', '0xdb534d39ca1e19856fccc660a0f06d8033b6d400fce25f89414e7c1614ac267e', '0x9b235fb6522f40b51ab97d3d62523bf3150cfc769f7086e119315f64eda6ad00', '0x468a19854e7158cb714665bbd80dbf95c7cfcd87572b82151c44e3ec63b23bc0', '0x9b9fad70a66b4773a27fe5feef99b247a4ee64760da4db670ca2ad28b20cdaa3', '0x7eed8998df17684b884f649d23b1bbb9515dbe715219923316d4ac5d0d332c6f', '0xccd6e4a8caba6a6a5d27c02e331c6ecad91f8463759a8061803e1d918ea05e76', '0x7ed1ad87e696205d65c32ce8f652d31ea9ade78fead6c0276c19424a1028d1d7', '0x751542f1ecd4ed4a3d0aad4c236ea38cab7075c1ba8f188b1effcf8935ae3657', '0x7c329157ff463fdf5ea42e63b544c59d76aa7dd9f9eda81763d5380a006ac2cf', '0x5e7927ff5b7a8bb8b4fd57c6c6926919956b01f0577d234929d744be69661f04', '0x61618b8f272064b2ea755ae4e2af7004844f87fc61cfb6305f8e26910f57c7d2', '0xedf9858bcc22cae817889ac0adc277eb2dd1e75aef600dd45806d12888a04389', '0x4f06a9c5b798ce55b9544ab0b08d52c4c2339eb6167e8f036bdb9c71c55b59be', '0x47367750ea9579f61fbe89a3e1fcc41b600c97c515f1b60f0a1ee056d6a8f3a2', '0xbc5079d47f8a94cfdba8391fe3aed6f2e1251886289f6a739385d88031d1a158', '0x5b6dfe09defc2ff70e674f1740ddefcc48b84122bd900dffccda4c940232ff65', '0x9314e057d662ef43d7e643ead370753cdef19e69673d40501f56a56cd406a507', '0x814993a25a808fc78c29f81fb28782a60e52e5f559985978021e47fabca991ec', '0xb0109e5a33e574a8f80d720c32b7bc34cfa529c72b01afcf0658c6eb1eac4bca', '0xf89b6dcd3cc8be630965837d227be5439b9c691ad0e854cde767bf15a0887baf', '0xb592fa0298b5b3e4940e8c0e65a8377b5829ade76e1d6932c448ea9b6c8206d2', '0xe194e1bac0594162cf3efe2818d5ed1d6a82f18903405f06cb5e4d5b71b0a964', '0x7c10ab5bda8708f8734b7adb2045bea187b41f2038e3a485b8edb550f502e0a0', '0x67254ca226f7006df2ac17d4de753046252b6f9ee6cea72a1c64e18d2351ef61', '0x122670b4208345d2b1c248c22c339fc9bc0a5ecfc2b3426d822f435a23c65536', '0x166b9c15595e02a0ee3d23b575f5dbd0059fc5fc98be6d51c4909798efaef634', '0xb14dcbdcfe33fec6087d056ddfe4e6e2cd61a9bc3d332b8dc44d0fe980d1df13', '0x8c691fcbf14786e0eb8a5f1e8f4c14396028a906faee9ead3301ccf55fb3ddfb', '0x11db4834d242dfc98dec09c33ce058732236d400eb1ba1c73ee93cac2adb5f4f', '0xae8752de29ca3236cbf003bef179889fffacf934ba3b188b576398337213185c', '0x8e54df10b72fc4fc99ee306c84b5f0e16691a910890d665a0141b0ed805d1531', '0x15157b76e7908ca95f0cf1765af6946fbf464a2a3cf6c83b1c16bf9da6f510fe', '0x538dbe787d665f0ec8bd072b982a333b14f709de04f691227544b86e878b2e29', '0x8aaa7e4e5a27d0d6010f84fbc47f82073bbafd17d8b42c856ece78abb0be820c', '0x0cea09eb6a9c3db0d808348c1ab4081fbaae9bb501f39edb326e60413d7c6c40', '0x09231c596e67b8b321e43752e55171078f99eebd0b43c4c67da93c4b6a05bd0f', '0x3aa5702f99eb427ecd3cd0a99daa6284174125ef96f7e85d6a9a6d4b7e82c9e0', '0x9c14cf40ce21f5a04cd2a356963c3903e40ef9285d8d7435a1725d68cad865e5', '0x92014e79a5d2024ff7ff18338958639472d1abcd9cc10998f4b05079a8e5ecad', '0x17b12cdd573d0b07fffcd0f44ed956009d44170fb8b2317aa2a835917ec7df1e', '0xd3fe572ba354966d6c8e0de27cd5d3eb1a57f5a6e04fa462f21d4611dbe6cdad', '0xb95e430ce2643d8a279adf82da400dd6d597e715a80640d268003caeeb7aff22', '0x12881f84dfa7c25b7aa567255947e00490bca0e9ab3b5156805ebb15b2ab1076', '0x37e0d5a5ca65ae309903b4bf00f1caab9b084ca56147d268b3238f94659798f4', '0x2bf7d7854ba934994249c59383b0af905824e1fec959103eeb6d6cd99f0fcf68']"
0xF05b5f04B7a77Ca549C0dE06beaF257f40C66FDB,Daimo,1994.0,4000.0,16,26,5,8,1,1,['dcb7fb46-54dd-4887-954f-53c69f819f8e'],['0x48db038025ea8e2a260644883b3ec596eca1b9f095314203aa6a55591407cbc2']
0xF63B3cE2D038f11CA4fC5e11265B7b4417a16aDc,Recipes Onchain,19.0,19.0,1,1,1,1,0,0,['c89a18cb-081f-4a9b-b580-e1285163613a'],['0x48b6c0de2ed45c099ac38870ef825cafe252776d7f5df3d7b759a1b633876c5b']
0xF6bA9cFAA9EB5b3a23D8a837Bc326f2C297ae283,HALP,171.0,171.0,36,36,9,9,0,0,['d12ccce1-4376-421c-989e-bc7c48d3fd13'],['0xed87d73a462deb381fd68e124802549e7ef73adce734ca66113c14af8fe20143']
0xF7032A9261BbB04b0E7b4d2bb3E8f96aCF825AE4,Idle,87.0,197.0,39,54,5,6,1,1,['320999ba-11c1-420f-bdfa-d86f53e2e0a9'],['0xc5391374655d2c8940fdc9fb82a6b9b107907dac5e3fb259fddf7ba8668d17d0']
0xF764467b8c6aBb2c2a3B9835547A2468B04dBa9a,Omni X,557.0,41368.0,395,24199,95,1143,4,188,"['34035eff-5a57-4d55-9a4d-a065b399babb', '7f4c65a6-d3c1-4c34-bf64-65db0b60348a', '9867fb53-d3a6-46de-be0e-c4b6b21a0fa0', 'ccbb4b92-d95b-4de5-a252-b52d0a5fa90a']","['0x8df53d92eb1da6e100400aa48b22c2b61fe2460292e91289025a6ee0262d7fc8', '0xabe64ba5bf95ee5c6021a40a446535c9b3e65df4490d449eebe2c596de9b9596', '0x84ec2cf8a86703c538b248e0f33259e6a3173717fdc98d1d9f53b3f3675b86b7', '0xde02d8998ac8ef9b34dd9b131a5ed9655874cd8e1ac2c3654632f94f2a98d705']"
0xF7aa6f14f78a7Db6Deaa964bCdB20F492A81f9C0,Dark Forest Ares ,182688.0,182688.0,62,62,2,2,2,1,['d92e0972-0341-4f98-be52-a8735c28b725'],['0x38b4519673ff382cba780b346b54e103b163f9fd6ad108060f1e652d5a737bf7']
0xFE35e15bE885750D9b2363cbB6aBDd57AC9C4c40,Dot,17553.0,18936.0,1503,1511,67,69,20,10,['7184f549-29f4-47c2-bdef-d5c6d569f678'],['0x1a2ae62e061da61950328ec8ba5ef3f3ae8a2e0a5530f378a903baeb81a72ddd']
0xFf0A5E35E2400d7f0610d8Ae2Eda108366C9a5C2,Lagrange,1549.0,1549.0,91,91,11,11,4,2,['b549f7dd-8bec-465a-b88a-e85d82e5e11e'],['0x33c6695e245a43f0fbdc55c54ee8083d53359de271d9b56727dd5267d6f95866']
0xa0Cf2260CA43252A3620e80A5CFE40968f042634,VRNouns,70.0,353.0,58,247,25,81,0,1,['4133afe8-311a-417d-b4fa-ea520cfad5df'],['0xacc6146703defc0e69905c51165517b500bb46ddb210013233b5ca454c06fc8e']
0xa6BeE3f99eE2b70672A34A983AF0bBF79C028CD9,Cat Town,437239.0,472652.0,7451,7626,342,361,763,428,"['2501e7cb-57f8-4e70-ac38-bcf8efdeae08', '3838464c-4733-491d-8c02-6c4cad6d53b1']","['0x6eefcac12c79198674a23af4136a33be9d96a54e51e123dc45e0fe55535a4952', '0x9aee940444d422ee9b07b35b33df2975a5b321359ab78ad11bdc7b001ddd9cbd']"
0xb48E8dA63c2aFc5633702B7acf4BDe830c1dE48b,Basepaint,5574.0,12738.0,412,661,161,227,43,55,['127b9325-9491-42cb-af85-94a69055b52a'],['0x31b5aa90f9f11bac5f02283b84850fb2063cf2d6a634a8feae9a4087ddee899c']
0xb6A2Db1a7bE6d7C41f397f49dfB258468580f33E,Clutch,36653.0,36653.0,30492,30492,120,120,368,184,['aa0baef9-7dda-4cf5-a235-b2a8265a0ce2'],['0x4c365ddc0a36912375027a3fed2de0c87be60131eca6fa16fe8254b832456d22']
0xb918f149e75250Ea48838FfE6D3b20402fc4750a,NFTs2Me,0.0,12.0,0,10,0,2,0,0,['3700be15-3fac-4e04-a813-ce0388d6bbe8'],['0xe4c773386da51c05423819a0e79402eb2b23a7f16a23ef9ae311866844c8d11a']
0xbB08A11275989a00b0bFbEE807dfb5e18AA3d19B,EFIHUB,22460.0,22619.0,16177,16207,2459,2473,209,105,"['700f7d42-49f5-4a42-a75c-09fae7f20a6b', 'ddbf8816-6804-4541-8e2a-1b99cd1a4d5a']","['0x140a14032c5e75b1a75b7f5f8d0adad97dfd8e5b4148115afb2de5c52b5b4390', '0xa8e4102373f82ae4cf6bab515a8df36649e44a2a87e844c2c02ac6683621a050']"
0xbD90Fa61ee83123A5c42EB2024Cd00FEDBb932AE,BaseSwap ,33692.0,104890.0,17,54,3,8,2,2,['83ab7eff-40a3-4d89-bf28-368a5a16faa3'],['0x1a4bae4b880fbf854e360f30425ea43af593e70635ff5b1f3c6bdc5241ebcc40']
0xba2b9804FbffA8F1A8F7DC8dd600E21268beF09F,Rounds,2137.0,15592.0,1,8,1,2,0,1,['d39241d2-6037-4f25-8ef8-3560ca94d859'],['0xb482cbd983d3db363feec0e4299561281cf8ffae3a40da5fd5a3b7b0fc7589f6']
0xbeddf3ef667FFdc1e250F53430963CB664301053,Socket protocol,78692.0,281870.0,25539,88903,2094,7323,333,695,['ac830644-44ff-4e95-be1d-3da592f691b2'],['0xaf35f890555b9ed8a03286082c466595e3e9abe44f0f4e468835ebeac077887a']
